symbol,instrument_token,tradingsymbol,name,last_price,lot_size
NSE:RHETAN,194319873,RHETAN,RHETAN TMT,0,1
NSE:RHIM,7977729,RHIM,RHI MAGNESITA INDIA,0,1
NSE:RHL,3880193,RHL,ROBUST HOTELS,0,1
NSE:RICOAUTO,744705,RICOAUTO,RICO AUTO INDUSTRIES,0,1
NSE:RIIL,745473,RIIL,RELIANCE INDUSTRIAL INFRA,0,1
NSE:RISHABH,4714753,RISHABH,RISHABH INSTRUMENTS,0,1
NSE:RITCO,2289665,RITCO,RITCO LOGISTICS,0,1
NSE:RITES,962817,RITES,RITES,0,1
NSE:RKDL,5363201,RKDL,RAVI KUMAR DIST.,0,1
NSE:RKEC,396033,RKEC,RKEC PROJECTS,0,1
NSE:RKFORGE,2921217,RKFORGE,RAMKRISHNA FORGINGS,0,1
NSE:RKSWAMY,5899009,RKSWAMY,R K SWAMY,0,1
NSE:RMC,195160577,RMC,RMC SWITCHGEARS,0,1
NSE:RMDRIP,194005505,RMDRIP,R M DRIP & SPRINK SYS,0,1
NSE:RML,3065601,RML,RANE (MADRAS),0,1
NSE:RNBDENIMS,194299137,RNBDENIMS,R&B DENIMS,0,1
NSE:ROHLTD,3374593,ROHLTD,ROYAL ORCHID HOTELS,0,1
NSE:ROLEXRINGS,1351425,ROLEXRINGS,ROLEX RINGS,0,1
NSE:ROML,91905,ROML,RAJ OIL MILLS,0,1
NSE:ROSSARI,4968961,ROSSARI,ROSSARI BIOTECH,0,1
NSE:ROSSELLIND,7401729,ROSSELLIND,ROSSELL INDIA,0,1
NSE:ROSSTECH,7002369,ROSSTECH,ROSSELL TECHSYS,0,1
NSE:ROTO,2316545,ROTO,ROTO PUMPS,0,1
NSE:ROUTE,32769,ROUTE,ROUTE MOBILE,0,1
NSE:RPEL,6332161,RPEL,RAGHAV PRODUCTIVITY ENH L,0,1
NSE:RPGLIFE,4281601,RPGLIFE,RPG LIFE SCIENCES,0,1
NSE:RPOWER,3906305,RPOWER,RELIANCE POWER,0,1
NSE:RPPINFRA,5314561,RPPINFRA,R.P.P INFRA PROJECTS,0,1
NSE:RPPL,1769729,RPPL,RAJSHREE POLYPACK,0,1
NSE:RPSGVENT,2078465,RPSGVENT,RPSG VENTURES,0,1
NSE:RPTECH,5803521,RPTECH,RASHI PERIPHERALS,0,1
NSE:RRIL,195293185,RRIL,R R I L,0,1
NSE:RRKABEL,4752897,RRKABEL,R R KABEL,0,1
NSE:RSDFIN,195294465,RSDFIN,R S D FINANCE,0,1
NSE:RSL,194928385,RSL,RAJPUTANA STAINLESS,0,1
NSE:RSYSTEMS,3433985,RSYSTEMS,R SYS INTERNATIONAL,0,1
NSE:RTNINDIA,6988033,RTNINDIA,RATTANINDIA ENT,0,1
NSE:RTNPOWER,4485121,RTNPOWER,RATTANINDIA POWER,0,1
NSE:RUBFILA,6330881,RUBFILA,RUBFILA INTERNATIONAL,0,1
NSE:RUBICON,194384897,RUBICON,RUBICON RESEARCH,0,1
NSE:RUCHINFRA,1168897,RUCHINFRA,RUCHI INFRASTRUCTURE,0,1
NSE:RUCHIRA,3538177,RUCHIRA,RUCHIRA PAPERS,0,1
NSE:RUPA,6585345,RUPA,RUPA & COMPANY,0,1
NSE:RUSHIL,6296321,RUSHIL,RUSHIL DECOR,0,1
NSE:RUSTOMJEE,3128065,RUSTOMJEE,KEYSTONE REALTORS,0,1
NSE:RVHL,400641,RVHL,RAVINDER HEIGHTS,0,1
NSE:RVNL,2445313,RVNL,RAIL VIKAS NIGAM,0,1
NSE:RVTH,6440193,RVTH,REVATHI EQUIPMENT INDIA L,0,1
NSE:S&SPOWER,755457,S&SPOWER,S&S POWER SWITCHGEARS,0,1
NSE:SAATVIKGL,194318593,SAATVIKGL,SAATVIK GREEN ENERGY,0,1
NSE:SADBHAV,3388417,SADBHAV,SADBHAV ENGINEERING,0,1
NSE:SAFARI,3336961,SAFARI,SAFARI IND (INDIA),0,1
NSE:SAGARDEEP,2092801,SAGARDEEP,SAGARDEEP ALLOYS,0,1
NSE:SAGCEM,3601409,SAGCEM,SAGAR CEMENTS,0,1
NSE:SAGILITY,6925313,SAGILITY,SAGILITY,0,1
NSE:SAHLIBHFI,194992129,SAHLIBHFI,SHALIBHADRA FINANCE,0,1
NSE:SAHYADRI,3814401,SAHYADRI,SAHYADRI INDUSTRIES,0,1
NSE:SAIL,758529,SAIL,STEEL AUTHORITY OF INDIA,0,1
NSE:SAILIFE,7126785,SAILIFE,SAI LIFE SCIENCES,0,1
NSE:SAIPARENT,194988801,SAIPARENT,SAI PARENTERALS,0,1
NSE:SAKAR,2441985,SAKAR,SAKAR HEALTHCARE,0,1
NSE:SAKHTISUG,760065,SAKHTISUG,SAKTHI SUGARS,0,1
NSE:SAKSOFT,3019265,SAKSOFT,SAKSOFT,0,1
NSE:SALASAR,5468673,SALASAR,SALASAR TECHNO ENGG.,0,1
NSE:SALONA,4441857,SALONA,SALONA COTSPIN,0,1
NSE:SALZERELEC,2918145,SALZERELEC,SALZER ELECTRONICS,0,1
NSE:SAMBHAAV,1056513,SAMBHAAV,SAMBHAAV MEDIA,0,1
NSE:SAMBHV,193988353,SAMBHV,SAMBHV STEEL TUBES,0,1
NSE:SAMHI,4765185,SAMHI,SAMHI HOTELS,0,1
NSE:SAMMAANCAP,7712001,SAMMAANCAP,SAMMAAN CAPITAL,0,1
NSE:SAMPANN,6989569,SAMPANN,SAMPANN UTPADAN INDIA,0,1
NSE:SANATHAN,7374081,SANATHAN,SANATHAN TEXTILES,0,1
NSE:SANDESH,764929,SANDESH,SANDESH,0,1
NSE:SANDHAR,613633,SANDHAR,SANDHAR TECHNOLOGIES,0,1
NSE:SANDUMA,4699905,SANDUMA,SANDUR MANG & IRON ORES L,0,1
NSE:SANGAMIND,1071105,SANGAMIND,SANGAM (INDIA),0,1
NSE:SANGHVIMOV,3598849,SANGHVIMOV,SANGHVI MOVERS,0,1
NSE:SANOFI,369153,SANOFI,SANOFI INDIA,0,1
NSE:SANOFICONR,6456833,SANOFICONR,SANOFI CONS HEALTHC IND L,0,1
NSE:SANSERA,1472257,SANSERA,SANSERA ENGINEERING,0,1
NSE:SANSTAR,6292993,SANSTAR,SANSTAR,0,1
NSE:SAPPHIRE,1719809,SAPPHIRE,SAPPHIRE FOODS INDIA,0,1
NSE:SAPPL,195295745,SAPPL,SHREE AJIT PULP & PAPER L,0,1
NSE:SARDAEN,4546049,SARDAEN,SARDA ENERGY & MIN,0,1
NSE:SAREGAMA,1252353,SAREGAMA,SAREGAMA INDIA,0,1
NSE:SARLAPOLY,3595009,SARLAPOLY,SARLA PERF. FIBERS,0,1
NSE:SASKEN,3067649,SASKEN,SASKEN TECHNOLOGIES,0,1
NSE:SATIA,2827521,SATIA,SATIA INDUSTRIES,0,1
NSE:SATIN,2675969,SATIN,SATIN CREDIT NET,0,1
NSE:SAURASHCEM,772609,SAURASHCEM,SAURASHTRA CEMENT,0,1
NSE:SAYAJIHOTL,195297025,SAYAJIHOTL,SAYAJI HOTELS,0,1
NSE:SBC,1738753,SBC,SBC EXPORTS,0,1
NSE:SBCL,1191937,SBCL,SHIVALIK BIMETAL CON.,0,1
NSE:SBFC,4614657,SBFC,SBFC FINANCE,0,1
NSE:SBGLP,3619585,SBGLP,SURATWWALA BUS GROUP,0,1
NSE:SBI150INAV,7838465,SBI150INAV,SBIAMC - SBI150INAV,0,1
NSE:SBIBPBINAV,7755009,SBIBPBINAV,SBIAMC - SBIBPBINAV,0,1
NSE:SBICARD,4600577,SBICARD,SBI CARDS & PAY SER,0,1
NSE:SBILIFE,5582849,SBILIFE,SBI LIFE INSURANCE CO,0,1
NSE:SBILIQINAV,7817473,SBILIQINAV,SBIAMC - SBILIQINAV,0,1
NSE:SBIMIDMOM,194840321,SBIMIDMOM,SBIAMC - SBIMIDMOM,0,1
NSE:SBIMOMINAV,7835905,SBIMOMINAV,SBIAMC - SBIMOMINAV,0,1
NSE:SBIN,779521,SBIN,STATE BANK OF INDIA,0,1
NSE:SBINEQINAV,6278913,SBINEQINAV,SBIAMC - SBINEQINAV,0,1
NSE:SBINMID150,195005697,SBINMID150,SBIAMC - SBINMID150,0,1
NSE:SBISILINAV,6238465,SBISILINAV,SBIAMC - SBISILINAV,0,1
NSE:SBISMLINAV,195469057,SBISMLINAV,SBIAMC - SBISMLINAV,0,1
NSE:SBIVALINAV,195468801,SBIVALINAV,SBIAMC - SBIVALINAV,0,1
NSE:SCANSTL,195298305,SCANSTL,SCAN STEELS,0,1
NSE:SCHAEFFLER,258817,SCHAEFFLER,SCHAEFFLER INDIA,0,1
NSE:SCHAND,5298689,SCHAND,S CHAND AND COMPANY,0,1
NSE:SCHNEIDER,7995905,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,0,1
NSE:SCI,780289,SCI,SHIPPING CORP OF INDIA LT,0,1
NSE:SCILAL,5920513,SCILAL,SHIPPING CORP OF ILA,0,1
NSE:SCODATUBES,193914369,SCODATUBES,SCODA TUBES,0,1
NSE:SCPL,3090433,SCPL,SHEETAL COOL PRODUCTS,0,1
NSE:SDBL,342529,SDBL,SOM DIST & BREW,0,1
NSE:SEAMECLTD,669697,SEAMECLTD,SEAMEC,0,1
NSE:SECMARK,4990977,SECMARK,SECMARK CONSULTANCY,0,1
NSE:SECURKLOUD,2830849,SECURKLOUD,SECUREKLOUD TECH,0,1
NSE:SEDEMAC,194855169,SEDEMAC,SEDEMAC MECHATRONICS,0,1
NSE:SEIL,195299585,SEIL,SHANTI EDU INITIATIVES L,0,1
NSE:SELIPOINAV,7712513,SELIPOINAV,MIRAEAMC - SELIPOINAV,0,1
NSE:SELMC,1603073,SELMC,SEL MANUFACTURING CO,0,1
NSE:SENCO,4421377,SENCO,SENCO GOLD,0,1
NSE:SENORES,7395329,SENORES,SENORES PHARMACEUTICALS L,0,1
NSE:SENSEXAXIS,3773953,SENSEXAXIS,AXISAMC-SENSEXAXIS,0,1
NSE:SENSEXINAV,4927233,SENSEXINAV,MIRAEAMC - SENSEXINAV,0,1
NSE:SEPC,3918849,SEPC,SEPC,0,1
NSE:SERVOTECH,1409793,SERVOTECH,SERVOTECH REN POW SYS,0,1
NSE:SESHAPAPER,784897,SESHAPAPER,SESHASAYEE PAPER & BOARDS,0,1
NSE:SETL,7443201,SETL,STANDARD ENGNG TCNLGY,0,1
NSE:SFL,4911105,SFL,SHEELA FOAM,0,1
NSE:SGFIN,194266369,SGFIN,SG FINSERVE,0,1
NSE:SGIL,1309185,SGIL,SYNERGY GREEN IND.,0,1
NSE:SGL,3421953,SGL,STL GLOBAL,0,1
NSE:SGMART,194275585,SGMART,SG MART,0,1
NSE:SHADOWFAX,194936065,SHADOWFAX,SHADOWFAX TECHNOLOGIES L,0,1
NSE:SHAH,5195777,SHAH,SHAH METACORP,0,1
NSE:SHAHALLOYS,3035137,SHAHALLOYS,SHAH ALLOYS,0,1
NSE:SHAILY,2234113,SHAILY,SHAILY ENG PLASTICS,0,1
NSE:SHAKTIPUMP,6546945,SHAKTIPUMP,SHAKTI PUMPS (I),0,1
NSE:SHALBY,182785,SHALBY,SHALBY,0,1
NSE:SHALPAINTS,3927553,SHALPAINTS,SHALIM PAINTS,0,1
NSE:SHANKARA,5202177,SHANKARA,SHANKARA BLDG PRODUCT,0,1
NSE:SHANTI,1446401,SHANTI,SHANTI OVERSEAS INDIA,0,1
NSE:SHANTIGEAR,787969,SHANTIGEAR,SHANTHI GEARS,0,1
NSE:SHANTIGOLD,194048513,SHANTIGOLD,SHANTI GOLD INTERNATION L,0,1
NSE:SHARDACROP,1277953,SHARDACROP,SHARDA CROPCHEM,0,1
NSE:SHARDAMOTR,2695681,SHARDAMOTR,SHARDA MOTOR INDS,0,1
NSE:SHARDUL,195300865,SHARDUL,SHARDUL SECURITIES,0,1
NSE:SHAREINDIA,26625,SHAREINDIA,SHARE IND. SECURITIES,0,1
NSE:SHBAJRG,195302145,SHBAJRG,SHRI BAJRANG ALLIANCE L,0,1
NSE:SHILCTECH,194520833,SHILCTECH,SHILCHAR TECHNOLOGIES,0,1
NSE:SHILPAMED,4544513,SHILPAMED,SHILPA MEDICARE,0,1
NSE:SHINDL,195303425,SHINDL,SHARAT INDUSTRIES,0,1
NSE:SHIVATEX,205825,SHIVATEX,SHIVA TEXYARN,0,1
NSE:SHIVAUM,194495233,SHIVAUM,SHIV AUM STEELS,0,1
NSE:SHK,2870273,SHK,S H KELKAR AND CO.,0,1
NSE:SHOPERSTOP,3024129,SHOPERSTOP,SHOPPERS STOP,0,1
NSE:SHRADHA,181249,SHRADHA,SHRADHA REALTY,0,1
NSE:SHREDIGCEM,793345,SHREDIGCEM,SHREE DIGVIJAY CEM CO,0,1
NSE:SHREECEM,794369,SHREECEM,SHREE CEMENT,0,1
NSE:SHREEJISPG,194418689,SHREEJISPG,SHREEJI SHIPPING GLOBAL L,0,1
NSE:SHREEPUSHK,2710529,SHREEPUSHK,SHRE PUSH CHEM & FERT,0,1
NSE:SHREERAMA,1952513,SHREERAMA,SHREE RAMA MULTI TECH,0,1
NSE:SHREYANIND,800257,SHREYANIND,SHREYANS INDUSTRIES,0,1
NSE:SHRIKRISH,195304705,SHRIKRISH,SHRI KRISHNA DEVCON,0,1
NSE:SHRINGARMS,194327809,SHRINGARMS,SHRINGAR HOU OF MANGALS L,0,1
NSE:SHRIPISTON,4399617,SHRIPISTON,SPR AUTO TECHNOLOGIES,0,1
NSE:SHRIRAMFIN,1102337,SHRIRAMFIN,SHRIRAM FINANCE,0,1
NSE:SHRIRAMPPS,1843201,SHRIRAMPPS,SHRIRAM PROPERTIES,0,1
NSE:SHYAMMETL,1201409,SHYAMMETL,SHYAM METALICS AND ENGY L,0,1
NSE:SICAGEN,4320001,SICAGEN,SICAGEN INDIA,0,1
NSE:SICALLOG,4975105,SICALLOG,SICAL LOGISTICS,0,1
NSE:SIEMENS,806401,SIEMENS,SIEMENS,0,1
NSE:SIGIND,1157633,SIGIND,SIGNET INDUSTRIES,0,1
NSE:SIGMA,4264449,SIGMA,SIGMA SOLVE,0,1
NSE:SIGMAADV,3787009,SIGMAADV,SIGMA ADVANCED SYSTEM,0,1
NSE:SIGNATURE,4798209,SIGNATURE,SIGNATUREGLOBAL INDIA,0,1
NSE:SIGNPOST,5799937,SIGNPOST,SIGNPOST INDIA,0,1
NSE:SIKA,195305985,SIKA,SIKA INTERPLANT SYSTEMS L,0,1
NSE:SIKKO,1591809,SIKKO,SIKKO INDUSTRIES,0,1
NSE:SIL,2892033,SIL,STANDARD INDUSTRIES,0,1
NSE:SIL360INAV,7807489,SIL360INAV,360ONEAMC - SIL360INAV,0,1
NSE:SILBNDINAV,7829505,SILBNDINAV,BANDHANAMC - SILBNDINAV,0,1
NSE:SILCASINAV,7751681,SILCASINAV,ZERODHAAMC - SILCASINAV,0,1
NSE:SILGO,637953,SILGO,SILGO RETAIL,0,1
NSE:SILINV,1050881,SILINV,SIL INVESTMENTS,0,1
NSE:SILLYMONKS,4888833,SILLYMONKS,SILLY MONKS ENTERTAIN,0,1
NSE:SILVERAXIS,2865409,SILVERAXIS,AXISAMC-SILVERAXIS,0,1
NSE:SILVERINAV,2108929,SILVERINAV,SILVER NAV,0,1
NSE:SILVERTUC,2412033,SILVERTUC,SILVER TOUCH TECHNO,0,1
NSE:SIMPLEXINF,809473,SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,0,1
NSE:SINCLAIR,6010881,SINCLAIR,SINCLAIRS HOTELS,0,1
NSE:SINDHUTRAD,4315905,SINDHUTRAD,SINDHU TRADE LINKS,0,1
NSE:SINGERIND,194923521,SINGERIND,SINGER INDIA,0,1
NSE:SINTERCOM,97537,SINTERCOM,SINTERCOM INDIA,0,1
NSE:SIRCA,2828801,SIRCA,SIRCA PAINT INDIA,0,1
NSE:SIS,5504257,SIS,SIS,0,1
NSE:SIYSIL,3608577,SIYSIL,SIYARAM SILK MILLS,0,1
NSE:SJS,1700609,SJS,SJS ENTERPRISES,0,1
NSE:SJVN,4834049,SJVN,SJVN,0,1
NSE:SKFINDIA,815617,SKFINDIA,SKF INDIA,0,1
NSE:SKFINDUS,194585857,SKFINDUS,SKF IND (INDUSTRIAL),0,1
NSE:SKIPPER,2413569,SKIPPER,SKIPPER,0,1
NSE:SKMEGGPROD,1211393,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,0,1
NSE:SKYGOLD,3489537,SKYGOLD,SKY GOLD AND DIAMONDS,0,1
NSE:SMAADDINAV,7830529,SMAADDINAV,DSPAMC - SMAADDINAV,0,1
NSE:SMACAPINAV,5852929,SMACAPINAV,MIRAEAMC - SMACAPINAV,0,1
NSE:SMALL2INAV,7826689,SMALL2INAV,MIRAEAMC - SMALL2INAV,0,1
NSE:SMALLGINAV,192453121,SMALLGINAV,GROWWAMC - SMALLGINAV,0,1
NSE:SMALLGROWW,192446721,SMALLGROWW,GROWWAMC - SMALLGROWW,0,1
NSE:SMARTWORKS,194039041,SMARTWORKS,SMARTWORKS COWORKING SP L,0,1
NSE:SMCGLOBAL,593921,SMCGLOBAL,SMC GLOBAL SECURITIES,0,1
NSE:SML100INAV,7819265,SML100INAV,ZERODHAAMC - SML100INAV,0,1
NSE:SMLMAH,867073,SMLMAH,SML MAHINDRA,0,1
NSE:SMLT,1751809,SMLT,SARTHAK METALS,0,1
NSE:SMSPHARMA,3668225,SMSPHARMA,SMS PHARMACEUTICALS,0,1
NSE:SNOWMAN,1239809,SNOWMAN,SNOWMAN LOGISTICS,0,1
NSE:SNXT30INAV,7812865,SNXT30INAV,NIPPONAMC - SNXT30INAV,0,1
NSE:SOBHA,3539457,SOBHA,SOBHA,0,1
NSE:SOLARA,940033,SOLARA,SOLARA ACTIVE PHA SCI,0,1
NSE:SOLARINDS,3412993,SOLARINDS,SOLAR INDUSTRIES (I),0,1
NSE:SOLARWORLD,194541825,SOLARWORLD,SOLARWORLD ENERGY SOL,0,1
NSE:SOLEX,194405633,SOLEX,SOLEX ENERGY,0,1
NSE:SOMANYCERA,993281,SOMANYCERA,SOMANY CERAMICS,0,1
NSE:SOMATEX,1075457,SOMATEX,SOMA TEXTILES & INDUST LT,0,1
NSE:SOMICONVEY,4555265,SOMICONVEY,SOMI CONVEYOR BELT.,0,1
NSE:SONACOMS,1199105,SONACOMS,SONA BLW PRECISION FRGS L,0,1
NSE:SONAL,195307265,SONAL,SONAL MERCANTILE,0,1
NSE:SONAMLTD,2254337,SONAMLTD,SONAM,0,1
NSE:SONATSOFTW,1688577,SONATSOFTW,SONATA SOFTWARE,0,1
NSE:SOTL,773377,SOTL,SAVITA OIL TECHNOLO.,0,1
NSE:SOUTHBANK,1522689,SOUTHBANK,THE SOUTH INDIAN BANK,0,1
NSE:SOUTHWEST,2477569,SOUTHWEST,SOUTH WEST PINNACLE,0,1
NSE:SPAL,4672513,SPAL,S. P. APPARELS,0,1
NSE:SPANDANA,2927361,SPANDANA,SPANDANA SPHOORTY FIN,0,1
NSE:SPARC,3785729,SPARC,SUN PHARMA ADV.RES.CO.LTD,0,1
NSE:SPCENET,4959233,SPCENET,SPACENET ENTERS IND,0,1
NSE:SPECIALITY,6939393,SPECIALITY,SPECIALITY REST,0,1
NSE:SPECTRUM,7796481,SPECTRUM,SPECTRUM ELECTRIC IND,0,1
NSE:SPENCERS,2089729,SPENCERS,SPENCER S RETAIL,0,1
NSE:SPIC,832513,SPIC,SPIC,0,1
NSE:SPLIL,3055361,SPLIL,SPL INDUSTRIES,0,1
NSE:SPLPETRO,2461953,SPLPETRO,SUPREME PETROCHEM,0,1
NSE:SPMLINFRA,850177,SPMLINFRA,SPML INFRA,0,1
NSE:SPORTKING,2747649,SPORTKING,SPORTKING INDIA,0,1
NSE:SRD,6588673,SRD,SHANKAR LAL RAMPAL,0,1
NSE:SREEL,8150273,SREEL,SREELEATHERS,0,1
NSE:SRF,837889,SRF,SRF,0,1
NSE:SRGHFL,4638465,SRGHFL,SRG HOUSING FINANCE L,0,1
NSE:SRHHYPOLTD,3732993,SRHHYPOLTD,SREE RAYALSEEMA HHP,0,1
NSE:SRM,5990913,SRM,SRM CONTRACTORS,0,1
NSE:SRTL,194608129,SRTL,SHREE RAM TWISTEX,0,1
NSE:SSDL,6363137,SSDL,SARASWATI SAREE DEPOT,0,1
NSE:SSWL,3028225,SSWL,STEEL STRIPS WHEELS,0,1
NSE:STALLION,7476225,STALLION,STALLION IND FLUOROCHEM L,0,1
NSE:STANLEY,6201857,STANLEY,STANLEY LIFESTYLES,0,1
NSE:STAR,1887745,STAR,STRIDES PHARMA SCI,0,1
NSE:STARCEMENT,5399297,STARCEMENT,STAR CEMENT,0,1
NSE:STARHEALTH,1813249,STARHEALTH,STAR HEALTH & AL INS CO L,0,1
NSE:STARPAPER,842497,STARPAPER,STAR PAPER MILLS,0,1
NSE:STARTECK,2382081,STARTECK,STARTECK FINANCE,0,1
NSE:STCINDIA,2802689,STCINDIA,THE STATE TRADING CORPN,0,1
NSE:STEELCAS,1741569,STEELCAS,STEELCAST,0,1
NSE:STEELCITY,2663937,STEELCITY,STEEL CITY SECURITIES,0,1
NSE:STEELXIND,5462785,STEELXIND,STEEL EXCHANGE INDIA,0,1
NSE:STEL,5499905,STEL,STEL HOLDINGS,0,1
NSE:STOVEKRAFT,539393,STOVEKRAFT,STOVE KRAFT,0,1
NSE:STUDDS,194454273,STUDDS,STUDDS ACCESSORIES,0,1
NSE:STYL,194543105,STYL,SESHAASAI TECHNOLOGIES L,0,1
NSE:STYLAMIND,1327617,STYLAMIND,STYLAM INDUSTRIES,0,1
NSE:STYRENIX,4865,STYRENIX,STYRENIX PERFORMANCE,0,1
NSE:SUBROS,850945,SUBROS,SUBROS,0,1
NSE:SUDARCOLOR,183041,SUDARCOLOR,SUDARSHAN COLORNT IND,0,1
NSE:SUDARSCHEM,851713,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,0,1
NSE:SUDEEPPHRM,194569985,SUDEEPPHRM,SUDEEP PHARMA,0,1
NSE:SUKHJITS,3021825,SUKHJITS,SUKHJIT STARCH & CHEM,0,1
NSE:SULA,3383809,SULA,SULA VINEYARDS,0,1
NSE:SUMEETINDS,5322241,SUMEETINDS,SUMEET IND,0,1
NSE:SUMICHEM,4378881,SUMICHEM,SUMITOMO CHEM INDIA,0,1
NSE:SUMMITSEC,5446401,SUMMITSEC,SUMMIT SECURITIES,0,1
NSE:SUNCLAY,5364737,SUNCLAY,SUNDARAM CLAYTON,0,1
NSE:SUNDARAM,4846337,SUNDARAM,SUNDARAM MULTI PAP,0,1
NSE:SUNDARMFIN,854785,SUNDARMFIN,SUNDARAM FINANCE,0,1
NSE:SUNDRMFAST,856321,SUNDRMFAST,SUNDRAM FASTENERS,0,1
NSE:SUNDROP,425729,SUNDROP,SUNDROP BRANDS,0,1
NSE:SUNFLAG,857089,SUNFLAG,SUNFLAG IRON AND STEEL CO,0,1
NSE:SUNPHARMA,857857,SUNPHARMA,SUN PHARMACEUTICAL IND L,0,1
NSE:SUNTECK,4516097,SUNTECK,SUNTECK REALTY,0,1
NSE:SUNTV,3431425,SUNTV,SUN TV NETWORK,0,1
NSE:SUPERHOUSE,5277697,SUPERHOUSE,SUPERHOUSE,0,1
NSE:SUPRAJIT,2992385,SUPRAJIT,SUPRAJIT ENGINEERING,0,1
NSE:SUPREME,7536385,SUPREME,SUPREME HOLDIN N HOSP I L,0,1
NSE:SUPREMEIND,860929,SUPREMEIND,SUPREME INDUSTRIES,0,1
NSE:SUPREMEINF,3840513,SUPREMEINF,SUPREME INFRA.,0,1
NSE:SUPRIYA,1891841,SUPRIYA,SUPRIYA LIFESCIENCE,0,1
NSE:SURAJEST,5330433,SURAJEST,SURAJ ESTATE DEVELOPERS L,0,1
NSE:SURAJLTD,6391297,SURAJLTD,SURAJ,0,1
NSE:SURAKSHA,6997505,SURAKSHA,SURAKSHA DIAGNOSTIC,0,1
NSE:SURANASOL,5395713,SURANASOL,SURANA SOLAR,0,1
NSE:SURANAT&P,2739201,SURANAT&P,SURANA TELECOM AND POW LT,0,1
NSE:SURYALA,195308545,SURYALA,SURYALATA SPINNING MILL L,0,1
NSE:SURYALAXMI,3034113,SURYALAXMI,SURYALAKSHMI COT MIL,0,1
NSE:SURYAROSNI,864001,SURYAROSNI,SURYA ROSHNI,0,1
NSE:SURYODAY,760321,SURYODAY,SURYODAY SMALL FIN BK,0,1
NSE:SUVEN,2875649,SUVEN,SUVEN LIFE SCIENCES,0,1
NSE:SUVIDHAA,767489,SUVIDHAA,SUVIDHAA INFOSERVE,0,1
NSE:SUYOG,6361857,SUYOG,SUYOG TELEMATICS,0,1
NSE:SUZLON,3076609,SUZLON,SUZLON ENERGY,0,1
NSE:SWANCORP,6936321,SWANCORP,SWAN CORP,0,1
NSE:SWARAJENG,866305,SWARAJENG,SWARAJ ENGINES,0,1
NSE:SWELECTES,3048705,SWELECTES,SWELECT ENERGY SYS,0,1
NSE:SWIGGY,6928897,SWIGGY,SWIGGY,0,1
NSE:SWSOLAR,3197185,SWSOLAR,STRLNG & WIL REN ENE,0,1
NSE:SYMPHONY,6192641,SYMPHONY,SYMPHONY,0,1
NSE:SYNCOMF,3069953,SYNCOMF,SYNCOM FORMU (I),0,1
NSE:SYNGENE,2622209,SYNGENE,SYNGENE INTERNATIONAL,0,1
NSE:SYRMA,2763009,SYRMA,SYRMA SGS TECHNOLOGY,0,1
NSE:TAALTECH,195309825,TAALTECH,TAAL TECH,0,1
NSE:TAGOLDINAV,5488129,TAGOLDINAV,TATAAML-TAGOLDINAV,0,1
NSE:TAINWALCHM,869377,TAINWALCHM,TAINWALA CHEMICAL AND PLA,0,1
NSE:TAJGVK,2394625,TAJGVK,TAJ GVK HOTELS & RESORTS,0,1
NSE:TALBROAUTO,3493889,TALBROAUTO,TALBROS AUTO. COMP.,0,1
NSE:TANLA,3577857,TANLA,TANLA PLATFORMS,0,1
NSE:TARACHAND,6019073,TARACHAND,TARA CHAND INFRA SOLN,0,1
NSE:TARAPUR,4819713,TARAPUR,TARAPUR TRANSFORMERS,0,1
NSE:TARC,404737,TARC,TARC,0,1
NSE:TARIL,3884545,TARIL,TRANS & RECTI.,0,1
NSE:TARMAT,3781377,TARMAT,TARMAT,0,1
NSE:TARSONS,1777409,TARSONS,TARSONS PRODUCTS,0,1
NSE:TASILVINAV,5490945,TASILVINAV,TATAAML-TASILVINAV,0,1
NSE:TASTYBITE,5143553,TASTYBITE,TASTY BITE EATABLES,0,1
NSE:TATACAP,194371841,TATACAP,TATA CAPITAL,0,1
NSE:TATACHEM,871681,TATACHEM,TATA CHEMICALS,0,1
NSE:TATACOMM,952577,TATACOMM,TATA COMMUNICATIONS,0,1
NSE:TATACONSUM,878593,TATACONSUM,TATA CONSUMER PRODUCT,0,1
NSE:TATAELXSI,873217,TATAELXSI,TATA ELXSI,0,1
NSE:TATAGOLD,5478657,TATAGOLD,TATA GOLD EXCHANGE TRADED FUND,0,1
NSE:TATAINVEST,414977,TATAINVEST,TATA INVESTMENT CORP,0,1
NSE:TATAPOWER,877057,TATAPOWER,TATA POWER CO,0,1
NSE:TATASTEEL,895745,TATASTEEL,TATA STEEL,0,1
NSE:TATATECH,5195009,TATATECH,TATA TECHNOLOGIES,0,1
NSE:TATSILV,5485569,TATSILV,TATA SILVER EXCHANGE TRADED FUND,0,1
NSE:TATVA,1321473,TATVA,TATVA CHIN PHARM CHEM,0,1
NSE:TBOTEK,6077441,TBOTEK,TBO TEK,0,1
NSE:TBZ,6921473,TBZ,TRIB BHIMJI ZAVERI,0,1
NSE:TCC,195024385,TCC,TCC CONCEPT,0,1
NSE:TCI,2708481,TCI,TRANSPORT CORPN OF INDIA,0,1
NSE:TCIEXP,4921089,TCIEXP,TCI EXPRESS,0,1
